# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/1_mito_featureCounts.txt" "out/filtered/1_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/1_mito_filtered.bam
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	2423
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	128092
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1556637
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	738291.16
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	36993.66
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	290.16
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	46684.00
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	62121.50
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	2228055.50
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	13949
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	15373.10
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	43961.10
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	2718737.10
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	279.12
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	84.37
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	43.45
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	72.62
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	452.45
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	11196.50
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	423574.50
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	84498.33
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	107074.33
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	421473.33
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	246
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	117597
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	810995
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	6763.50
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	457.83
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	903.33
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	8114.33
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	1968958
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	2335
