# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/18_mito_featureCounts.txt" "out/filtered/18_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/18_mito_filtered.bam
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	40449
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	495766
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	184813.81
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	32895.31
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	1803.81
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	34181.50
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	30260.00
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	1155901.50
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	10361.50
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	16145.42
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	59604.92
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	1371354.42
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	204.25
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	55.00
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	305.41
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	546.41
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1287.91
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	10085
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	727280
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	184282.97
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	205672.47
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	254993.47
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	278
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	43392
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	861060
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5404.25
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	188.58
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	544.58
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	5170.58
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	471013
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	3530
