# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/8_mito_featureCounts.txt" "out/filtered/8_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/8_mito_filtered.bam
RNA5_1	molecule1_SR*Fp*NAPIKpKO*	1492	1531	-	40	1167668.25
RNA10_F	molecule1_SR*Fp*NAPIKpKO*	1531	1617	-	87	4145.11
RNA10_1	molecule1_SR*Fp*NAPIKpKO*	1531	1565	-	35	8595.69
RNA10_2	molecule1_SR*Fp*NAPIKpKO*	1531	1561	-	31	37264.53
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	2735
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	155135
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	2345046
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	1287776.83
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	69487.33
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	545.83
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	114888.00
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	105729.00
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	3842200.00
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	10571
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	9664.19
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	63307.69
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	2169246.69
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	862.10
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	361.60
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	49.43
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	140.43
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1737.43
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	32617
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	621882
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	232472.83
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	261077.33
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	731371.83
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	141
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	220113
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1210278
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5283.75
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	2014.72
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	3339.22
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	17707.22
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	2164507
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	3482
