# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.9" "-o" "out/counts/14_mito_featureCounts.txt" "out/filtered/14_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/14_mito_filtered.bam
RNA36	molecule1_SR*Fp*NAPIKpKO*	1588	1619	+	32	3310
RNA19	molecule2_JEATVDKpUB*	74	107	+	34	158749
LSUB	molecule2_JEATVDKpUB*	1210	1235	-	26	1225736
RNA30	molecule2_JEATVDKpUB*	1418	1448	+	31	723512.16
RNA35	molecule2_JEATVDKpUB*	1451	1468	+	18	62043.16
RNA2	molecule2_JEATVDKpUB*	1487	1538	+	52	460.66
RNA13	molecule2_JEATVDKpUB*	1573	1606	-	34	84918.83
RNA15_F	molecule2_JEATVDKpUB*	1606	1634	-	29	108930.83
RNA15_1	molecule2_JEATVDKpUB*	1612	1632	-	21	3111153.33
LSUA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA	molecule2_JEATVDKpUB*	1799	1911	+	113	17483.50
RNA23t_F	molecule2_JEATVDKpUB*	1909	1970	+	62	13133.80
RNA23t_1	molecule2_JEATVDKpUB*	1913	1940	+	28	61980.30
RNA23t_2	molecule2_JEATVDKpUB*	1920	1963	+	44	2395012.80
RNA32_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	894.85
RNA32_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	304.10
RNA33_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	38.68
RNA33_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	101.18
RNA33_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	1205.18
LSUC	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	24044
RNA14	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	579984
LSUDE	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	190320.83
RNA11_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	207279.33
RNA16	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	739191.83
RNA40	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	202
RNA18	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	234189
RNA8	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	1068725
RNA28	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	5655.75
SSUE_F	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	2037.39
SSUE_1	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	3291.39
SSUE_2	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	16032.39
SSUD	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	1577557
LSUFG	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	2269
