# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "references/pseudo_genome/RNA_index_rebuild.gtf" "-t" "rRNA" "-g" "rRNA_id" "-s" "1" "-M" "-O" "--fraction" "--fracOverlapFeature" "0.85" "-o" "out/counts/pr3-3_mito_featureCounts.txt" "out/filtered/pr3-3_mito_filtered.bam" 
Geneid	Chr	Start	End	Strand	Length	out/filtered/pr3-3_mito_filtered.bam
RNA15-1.rRNA	molecule2_JEATVDKpUB*	1612	1632	-	21	2058923.67
LSUA.rRNA	molecule2_JEATVDKpUB*	1634	1810	+	177	0
SSUA.rRNA	molecule2_JEATVDKpUB*	1799	1911	+	113	6905.67
RNA23t-F.rRNA	molecule2_JEATVDKpUB*	1909	1970	+	62	23741.47
RNA23t-1.rRNA	molecule2_JEATVDKpUB*	1913	1940	+	28	43236.64
RNA23t-2.rRNA	molecule2_JEATVDKpUB*	1920	1963	+	44	2532504.14
RNA32-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	41	52	+	12	82.30
RNA32-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	19	52	+	34	67.30
RNA33-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	125	+	71	15.30
RNA33-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	55	87	+	33	10.80
RNA33-2.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	103	125	+	23	239.30
LSUC.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	175	195	-	21	2684.50
RNA14.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	196	231	-	36	352821.50
LSUDE.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	234	515	-	282	0
RNA11-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	574	-	58	70385.67
RNA11-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	517	556	-	40	84524.67
RNA16.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	575	599	-	25	51876.67
RNA40.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	772	809	-	38	105
RNA18.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	850	880	+	31	69918
RNA8.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	869	975	-	107	476817
RNA28.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	999	1040	-	42	7041.42
SSUE-F.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1092	-	49	587.75
SSUE-1.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1062	1092	-	31	688.08
SSUE-2.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1044	1062	-	19	11483.75
SSUD.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1109	1180	+	72	997317
LSUFG.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	1212	1417	-	206	0
RNA42.rRNA	molecule3_PHQJ*OFFpM*B*J*L*VSCQJ*	3033	3058	-	26	233
